'Wijziging;Project;ID'	'Wijziging;ID'	'Wijziging;Korte omschrijving'	'Wijziging;Status'	'Wijziging;Categorie'	'ID'	'Korte omschrijving'	'Status'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.169'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.168'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.167'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.166'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.310'	'AMS webservice:  C# 4.5 applicatie via script toevoegen in ADFS


'	'In uitvoering'	'CAT0'	'743.188'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.310'	'AMS webservice:  C# 4.5 applicatie via script toevoegen in ADFS


'	'In uitvoering'	'CAT0'	'743.187'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.310'	'AMS webservice:  C# 4.5 applicatie via script toevoegen in ADFS


'	'In uitvoering'	'CAT0'	'743.186'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.310'	'AMS webservice:  C# 4.5 applicatie via script toevoegen in ADFS


'	'In uitvoering'	'CAT0'	'743.185'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.310'	'AMS webservice:  C# 4.5 applicatie via script toevoegen in ADFS


'	'In uitvoering'	'CAT0'	'743.184'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.311'	'AMS webservice: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.193'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.311'	'AMS webservice: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.192'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.311'	'AMS webservice: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.191'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.311'	'AMS webservice: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.190'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.311'	'AMS webservice: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.189'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.312'	'AMS web:Nieuwe DNS entry/entries'	'In uitvoering'	'CAT0'	'743.198'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.312'	'AMS web:Nieuwe DNS entry/entries'	'In uitvoering'	'CAT0'	'743.197'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.312'	'AMS web:Nieuwe DNS entry/entries'	'In uitvoering'	'CAT0'	'743.196'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.312'	'AMS web:Nieuwe DNS entry/entries'	'In uitvoering'	'CAT0'	'743.195'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.312'	'AMS web:Nieuwe DNS entry/entries'	'In uitvoering'	'CAT0'	'743.194'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.313'	'AMS web aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.204'	'10 Verkort model Intake'	'Is uitgevoerd'
'1.778'	'68.313'	'AMS web aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.203'	'50 Verkort Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'68.313'	'AMS web aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.202'	'60 Verkort model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'68.313'	'AMS web aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.201'	'80 Verkort model Acceptatie vd wijziging'	'In uitvoering'
'1.778'	'68.313'	'AMS web aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.200'	'90 Verkort model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.313'	'AMS web aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.199'	'99 Verkort model  Evaluatie '	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.978'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.977'	'20 OTAP Bouw'	'In uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.976'	'30 OTAP Implementeren op test'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.975'	'35 OTAP Functionele test'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.974'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.973'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.972'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.971'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.970'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.969'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.386'	'Numgen: migratie naar diensten
'	'In uitvoering'	'CAT1'	'743.968'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.080'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.079'	'20 OTAP Bouw'	'In uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.078'	'30 OTAP Implementeren op test'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.077'	'35 OTAP Functionele test'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.076'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.075'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.074'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.073'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.072'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.071'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.403'	'cplus: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.070'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.091'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.090'	'20 OTAP Bouw'	'In uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.089'	'30 OTAP Implementeren op test'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.088'	'35 OTAP Functionele test'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.087'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.086'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.085'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.084'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.083'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.082'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.404'	'brd: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.081'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.587'	'10 AP-Model intake'	'Is uitgevoerd'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.586'	'20 AP-Model Bouw'	'Is uitgevoerd'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.585'	'40 AP-Model Implementeren op acceptatie '	'Is uitgevoerd'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.584'	'45 AP-Model GAT test'	'In uitvoering'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.583'	'50 AP-Model Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.582'	'60 AP-Model Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.581'	'80 AP-Model  Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.580'	'90 AP-Model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.442'	'account zzgaikbeheer aanmaken voor OTAP'	'In uitvoering'	'CAT1'	'744.579'	'99 AP-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.950'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.949'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.948'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.947'	'35 OTAP Functionele test'	'Is uitgevoerd'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.946'	'40 OTAP Implementeren op acceptatie'	'Is uitgevoerd'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.945'	'45 OTAP GAT test'	'In uitvoering'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.944'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.943'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.942'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.941'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.471'	'Gaik beheer: migratie naar diensten'	'In uitvoering'	'CAT1'	'744.940'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.975'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.974'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.973'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.972'	'35 OTAP Functionele test'	'In uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.971'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.970'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.969'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.968'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.967'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.966'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.474'	'Gaik online: verwijderen oude adfs claim en toevoegen nieuwe claim'	'In uitvoering'	'CAT1'	'744.965'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.038'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.037'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.036'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.035'	'35 OTAP Functionele test'	'In uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.034'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.033'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.032'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.031'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.030'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.029'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.479'	'Gaik online: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'745.028'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.162'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.161'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.160'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.159'	'35 OTAP Functionele test'	'Is uitgevoerd'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.158'	'40 OTAP Implementeren op acceptatie'	'Is uitgevoerd'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.157'	'45 OTAP GAT test'	'In uitvoering'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.156'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.155'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.154'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.153'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.493'	'Gaik online: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.152'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.590'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.589'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.588'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.587'	'35 OTAP Functionele test'	'Is uitgevoerd'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.586'	'40 OTAP Implementeren op acceptatie'	'In uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.585'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.584'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.583'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.582'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.581'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.523'	'ERHviewer: migratie naar diensten'	'In uitvoering'	'CAT1'	'745.580'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.623'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.622'	'20 OTAP Bouw'	'In uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.621'	'30 OTAP Implementeren op test'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.620'	'35 OTAP Functionele test'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.619'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.618'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.617'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.616'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.615'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.614'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.806'	'SNG:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'748.613'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.807'	'SNG e: Registreren standaard C# 4.5 applicatie in XML firewal'	'In uitvoering'	'CAT0'	'748.628'	'20 KPW bouw'	'In uitvoering'
'1.778'	'68.807'	'SNG e: Registreren standaard C# 4.5 applicatie in XML firewal'	'In uitvoering'	'CAT0'	'748.627'	'35 KPW Funct. test'	'Wacht op uitvoering'
'1.778'	'68.807'	'SNG e: Registreren standaard C# 4.5 applicatie in XML firewal'	'In uitvoering'	'CAT0'	'748.626'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.807'	'SNG e: Registreren standaard C# 4.5 applicatie in XML firewal'	'In uitvoering'	'CAT0'	'748.625'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.807'	'SNG e: Registreren standaard C# 4.5 applicatie in XML firewal'	'In uitvoering'	'CAT0'	'748.624'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.809'	'SNG: Nieuwe DNS entry/entries

Informatie update verwijst niet naar federatie maar naar VIP 1128'	'In uitvoering'	'CAT0'	'748.644'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.809'	'SNG: Nieuwe DNS entry/entries

Informatie update verwijst niet naar federatie maar naar VIP 1128'	'In uitvoering'	'CAT0'	'748.643'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.809'	'SNG: Nieuwe DNS entry/entries

Informatie update verwijst niet naar federatie maar naar VIP 1128'	'In uitvoering'	'CAT0'	'748.642'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.809'	'SNG: Nieuwe DNS entry/entries

Informatie update verwijst niet naar federatie maar naar VIP 1128'	'In uitvoering'	'CAT0'	'748.641'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.809'	'SNG: Nieuwe DNS entry/entries

Informatie update verwijst niet naar federatie maar naar VIP 1128'	'In uitvoering'	'CAT0'	'748.640'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.810'	'SNG aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'748.650'	'10 Verkort model Intake'	'Is uitgevoerd'
'1.778'	'68.810'	'SNG aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'748.649'	'50 Verkort Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'68.810'	'SNG aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'748.648'	'60 Verkort model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'68.810'	'SNG aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'748.647'	'80 Verkort model Acceptatie vd wijziging'	'Is uitgevoerd'
'1.778'	'68.810'	'SNG aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'748.646'	'90 Verkort model Bijwerken CMDB'	'In uitvoering'
'1.778'	'68.810'	'SNG aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'748.645'	'99 Verkort model  Evaluatie '	'Wacht op uitvoering'
'1.778'	'68.854'	'NIWO  aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'749.049'	'10 Verkort model Intake'	'Is uitgevoerd'
'1.778'	'68.854'	'NIWO  aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'749.048'	'50 Verkort Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'68.854'	'NIWO  aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'749.047'	'60 Verkort model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'68.854'	'NIWO  aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'749.046'	'80 Verkort model Acceptatie vd wijziging'	'Is uitgevoerd'
'1.778'	'68.854'	'NIWO  aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'749.045'	'90 Verkort model Bijwerken CMDB'	'In uitvoering'
'1.778'	'68.854'	'NIWO  aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'749.044'	'99 Verkort model  Evaluatie '	'Wacht op uitvoering'
'1.778'	'68.855'	'Niwo:Nieuwe DNS entry/entries voor Niwo'	'In uitvoering'	'CAT0'	'749.054'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.855'	'Niwo:Nieuwe DNS entry/entries voor Niwo'	'In uitvoering'	'CAT0'	'749.053'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.855'	'Niwo:Nieuwe DNS entry/entries voor Niwo'	'In uitvoering'	'CAT0'	'749.052'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.855'	'Niwo:Nieuwe DNS entry/entries voor Niwo'	'In uitvoering'	'CAT0'	'749.051'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.855'	'Niwo:Nieuwe DNS entry/entries voor Niwo'	'In uitvoering'	'CAT0'	'749.050'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.856'	'Niwo: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'749.059'	'20 KPW bouw'	'Is uitgevoerd'
