'Wijziging;Project;ID'	'Wijziging;ID'	'Wijziging;Korte omschrijving'	'Wijziging;Status'	'Wijziging;Categorie'	'ID'	'Korte omschrijving'	'Status'
d:\beheer\scripts\ADFS2\ Create-RelyingPartyTrust.PS1 WebFWE
'	'In uitvoering'	'CAT0'	'722.938'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.953'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.952'	'20 OTAP Bouw'	'In uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.951'	'30 OTAP Implementeren op test'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.950'	'35 OTAP Functionele test'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.949'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.948'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.947'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.946'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.945'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.944'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.568'	'FWE: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.943'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'66.569'	'FWE  raadplegen: aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.959'	'10 Verkort model Intake'	'Is uitgevoerd'
'1.778'	'66.569'	'FWE  raadplegen: aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.958'	'50 Verkort Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'66.569'	'FWE  raadplegen: aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.957'	'60 Verkort model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'66.569'	'FWE  raadplegen: aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.956'	'80 Verkort model Acceptatie vd wijziging'	'In uitvoering'
'1.778'	'66.569'	'FWE  raadplegen: aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.955'	'90 Verkort model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.569'	'FWE  raadplegen: aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.954'	'99 Verkort model  Evaluatie '	'Wacht op uitvoering'
'1.778'	'66.570'	'Crwam aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.965'	'10 Verkort model Intake'	'Is uitgevoerd'
'1.778'	'66.570'	'Crwam aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.964'	'50 Verkort Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'66.570'	'Crwam aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.963'	'60 Verkort model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'66.570'	'Crwam aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.962'	'80 Verkort model Acceptatie vd wijziging'	'In uitvoering'
'1.778'	'66.570'	'Crwam aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.961'	'90 Verkort model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.570'	'Crwam aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'722.960'	'99 Verkort model  Evaluatie '	'Wacht op uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.993'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.992'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.991'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.990'	'35 OTAP Functionele test'	'Is uitgevoerd'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.989'	'40 OTAP Implementeren op acceptatie'	'In uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.988'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.987'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.986'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.985'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.984'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.572'	'Crwam: migratie naar diensten'	'In uitvoering'	'CAT1'	'722.983'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'66.573'	'Crwam C# 4.5 applicatie via script toevoegen in ADFS'	'In uitvoering'	'CAT0'	'722.998'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'66.573'	'Crwam C# 4.5 applicatie via script toevoegen in ADFS'	'In uitvoering'	'CAT0'	'722.997'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'66.573'	'Crwam C# 4.5 applicatie via script toevoegen in ADFS'	'In uitvoering'	'CAT0'	'722.996'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'66.573'	'Crwam C# 4.5 applicatie via script toevoegen in ADFS'	'In uitvoering'	'CAT0'	'722.995'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'66.573'	'Crwam C# 4.5 applicatie via script toevoegen in ADFS'	'In uitvoering'	'CAT0'	'722.994'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'66.595'	'Crwam Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'723.235'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'66.595'	'Crwam Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'723.234'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'66.595'	'Crwam Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'723.233'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'66.595'	'Crwam Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'723.232'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'66.595'	'Crwam Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'723.231'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.244'	'10 AP-Model intake'	'Is uitgevoerd'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.243'	'20 AP-Model Bouw'	'Is uitgevoerd'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.242'	'40 AP-Model Implementeren op acceptatie '	'Is uitgevoerd'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.241'	'45 AP-Model GAT test'	'In uitvoering'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.240'	'50 AP-Model Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.239'	'60 AP-Model Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.238'	'80 AP-Model  Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.237'	'90 AP-Model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.596'	'Crwam Aanvraag zzcrwam op gatdiensten en diensten'	'In uitvoering'	'CAT1'	'723.236'	'99 AP-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'66.597'	'Crwam : Nieuwe DNS entry/entries voor Crwam'	'In uitvoering'	'CAT0'	'723.249'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'66.597'	'Crwam : Nieuwe DNS entry/entries voor Crwam'	'In uitvoering'	'CAT0'	'723.248'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'66.597'	'Crwam : Nieuwe DNS entry/entries voor Crwam'	'In uitvoering'	'CAT0'	'723.247'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'66.597'	'Crwam : Nieuwe DNS entry/entries voor Crwam'	'In uitvoering'	'CAT0'	'723.246'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'66.597'	'Crwam : Nieuwe DNS entry/entries voor Crwam'	'In uitvoering'	'CAT0'	'723.245'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.613'	'10 AP-Model intake'	'Is uitgevoerd'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.612'	'20 AP-Model Bouw'	'Is uitgevoerd'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.611'	'40 AP-Model Implementeren op acceptatie '	'Is uitgevoerd'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.610'	'45 AP-Model GAT test'	'Is uitgevoerd'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.609'	'50 AP-Model Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.608'	'60 AP-Model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.607'	'80 AP-Model  Accepteren van de wijziging'	'In uitvoering'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.606'	'90 AP-Model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.630'	'account zzwebrdd aanmaken voor OTAP'	'Geaccepteerd'	'CAT1'	'723.605'	'99 AP-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.871'	'10 AP-Model intake'	'Is uitgevoerd'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.870'	'20 AP-Model Bouw'	'Is uitgevoerd'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.869'	'40 AP-Model Implementeren op acceptatie '	'Is uitgevoerd'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.868'	'45 AP-Model GAT test'	'Is uitgevoerd'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.867'	'50 AP-Model Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.866'	'60 AP-Model Implementeren op productie'	'In uitvoering'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.865'	'80 AP-Model  Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.864'	'90 AP-Model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'66.925'	'Uitrol Oracle 11.2 client op C#.NET 4.5 omgeving'	'Geaccepteerd'	'CAT1'	'726.863'	'99 AP-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.631'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.630'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.629'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.628'	'35 OTAP Functionele test'	'Is uitgevoerd'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.627'	'40 OTAP Implementeren op acceptatie'	'In uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.626'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.625'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.624'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.623'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.622'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'67.251'	'VIP1028 inrichten op O, T, A en P
Is een kopie van VIP028, maar dan voor ontsluiting van XML-FW op de bovenste bus.'	'In uitvoering'	'CAT1'	'730.621'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'67.727'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'In uitvoering'	'CAT1'	'735.912'	'10 P-Model intake'	'Is uitgevoerd'
'1.778'	'67.727'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'In uitvoering'	'CAT1'	'735.911'	'20 P-Model bouw'	'Is uitgevoerd'
'1.778'	'67.727'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'In uitvoering'	'CAT1'	'735.910'	'60 P-Model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'67.727'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'In uitvoering'	'CAT1'	'735.909'	'80 P-Mode  Accepteren van de wijziging'	'Is uitgevoerd'
'1.778'	'67.727'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'In uitvoering'	'CAT1'	'735.908'	'90 P-Model Bijwerken CMDB'	'In uitvoering'
'1.778'	'67.727'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'In uitvoering'	'CAT1'	'735.907'	'99 P-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.072'	'10 AP-Model intake'	'Is uitgevoerd'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.071'	'20 AP-Model Bouw'	'Is uitgevoerd'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.070'	'40 AP-Model Implementeren op acceptatie '	'Is uitgevoerd'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.069'	'45 AP-Model GAT test'	'Is uitgevoerd'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.068'	'50 AP-Model Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.067'	'60 AP-Model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.066'	'80 AP-Model  Accepteren van de wijziging'	'In uitvoering'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.065'	'90 AP-Model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'67.830'	'C# 4.5 webapplicatieservers toegang geven tot Oracle VIP''s.'	'Geaccepteerd'	'CAT0'	'737.064'	'99 AP-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'67.922'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'Geregistreerd'	'CAT1'	'738.483'	'10 P-Model intake'	'In uitvoering'
'1.778'	'67.922'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'Geregistreerd'	'CAT1'	'738.482'	'20 P-Model bouw'	'Wacht op uitvoering'
'1.778'	'67.922'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'Geregistreerd'	'CAT1'	'738.481'	'60 P-Model Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'67.922'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'Geregistreerd'	'CAT1'	'738.480'	'80 P-Mode  Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'67.922'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'Geregistreerd'	'CAT1'	'738.479'	'90 P-Model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'67.922'	'Implementeren HMAC sleutels op C# .NET 4.5 platform'	'Geregistreerd'	'CAT1'	'738.478'	'99 P-Model Evaluatie'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.122'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.121'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.120'	'30 OTAP Implementeren op test'	'In uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.119'	'35 OTAP Functionele test'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.118'	'40 OTAP Implementeren op acceptatie'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.117'	'45 OTAP GAT test'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.116'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.115'	'60 OTAP Implementeren op productie'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.114'	'80 OTAP Accepteren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.113'	'90 OTAP Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.300'	'Rer:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.112'	'99 OTAP Evalueren van de wijziging'	'Wacht op uitvoering'
'1.778'	'68.301'	'RER: C# 4.5 applicatie via script toevoegen in ADFS
Op de actieve ADFS server in OT, GATDIENSTEN en DIENSTEN dient  met de parameter RER het volgende script uitgevoerd te worden:

d:\beheer\scripts\ADFS2\ Create-RelyingPartyTrust.PS1 RER

'	'In uitvoering'	'CAT0'	'743.127'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.301'	'RER: C# 4.5 applicatie via script toevoegen in ADFS
Op de actieve ADFS server in OT, GATDIENSTEN en DIENSTEN dient  met de parameter RER het volgende script uitgevoerd te worden:

d:\beheer\scripts\ADFS2\ Create-RelyingPartyTrust.PS1 RER

'	'In uitvoering'	'CAT0'	'743.126'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.301'	'RER: C# 4.5 applicatie via script toevoegen in ADFS
Op de actieve ADFS server in OT, GATDIENSTEN en DIENSTEN dient  met de parameter RER het volgende script uitgevoerd te worden:

d:\beheer\scripts\ADFS2\ Create-RelyingPartyTrust.PS1 RER

'	'In uitvoering'	'CAT0'	'743.125'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.301'	'RER: C# 4.5 applicatie via script toevoegen in ADFS
Op de actieve ADFS server in OT, GATDIENSTEN en DIENSTEN dient  met de parameter RER het volgende script uitgevoerd te worden:

d:\beheer\scripts\ADFS2\ Create-RelyingPartyTrust.PS1 RER

'	'In uitvoering'	'CAT0'	'743.124'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.301'	'RER: C# 4.5 applicatie via script toevoegen in ADFS
Op de actieve ADFS server in OT, GATDIENSTEN en DIENSTEN dient  met de parameter RER het volgende script uitgevoerd te worden:

d:\beheer\scripts\ADFS2\ Create-RelyingPartyTrust.PS1 RER

'	'In uitvoering'	'CAT0'	'743.123'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.302'	'RER: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.132'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.302'	'RER: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.131'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.302'	'RER: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.130'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.302'	'RER: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.129'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.302'	'RER: Registreren standaard C# 4.5 applicatie in ISA'	'In uitvoering'	'CAT0'	'743.128'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.303'	'RER:Nieuwe DNS entry/entries voor RER'	'In uitvoering'	'CAT0'	'743.137'	'20 KPW bouw'	'Is uitgevoerd'
'1.778'	'68.303'	'RER:Nieuwe DNS entry/entries voor RER'	'In uitvoering'	'CAT0'	'743.136'	'35 KPW Funct. test'	'In uitvoering'
'1.778'	'68.303'	'RER:Nieuwe DNS entry/entries voor RER'	'In uitvoering'	'CAT0'	'743.135'	'45 KPW Gat test '	'Wacht op uitvoering'
'1.778'	'68.303'	'RER:Nieuwe DNS entry/entries voor RER'	'In uitvoering'	'CAT0'	'743.134'	'60 KPW Impl.op productie '	'Wacht op uitvoering'
'1.778'	'68.303'	'RER:Nieuwe DNS entry/entries voor RER'	'In uitvoering'	'CAT0'	'743.133'	'99 KPW Evaluatie vd wijziging '	'Wacht op uitvoering'
'1.778'	'68.305'	'RER aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.152'	'10 Verkort model Intake'	'Is uitgevoerd'
'1.778'	'68.305'	'RER aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.151'	'50 Verkort Vrijgave wijziging'	'Is uitgevoerd'
'1.778'	'68.305'	'RER aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.150'	'60 Verkort model Implementeren op productie'	'Is uitgevoerd'
'1.778'	'68.305'	'RER aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.149'	'80 Verkort model Acceptatie vd wijziging'	'In uitvoering'
'1.778'	'68.305'	'RER aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.148'	'90 Verkort model Bijwerken CMDB'	'Wacht op uitvoering'
'1.778'	'68.305'	'RER aanvraag  zz account door OTAP'	'Geaccepteerd'	'CAT1'	'743.147'	'99 Verkort model  Evaluatie '	'Wacht op uitvoering'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.176'	'10 OTAP Intake'	'Is uitgevoerd'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.175'	'20 OTAP Bouw'	'Is uitgevoerd'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.174'	'30 OTAP Implementeren op test'	'Is uitgevoerd'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.173'	'35 OTAP Functionele test'	'Is uitgevoerd'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.172'	'40 OTAP Implementeren op acceptatie'	'Is uitgevoerd'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.171'	'45 OTAP GAT test'	'In uitvoering'
'1.778'	'68.308'	'AMSweb:: Migratie naar diensten'	'In uitvoering'	'CAT1'	'743.170'	'50 OTAP Vrijgave wijziging'	'Wacht op uitvoering'
